meeting_date,asof_date,exp_rate_bp,rate_uncertainty,days_to_meeting,actual_rate_bp,forecast_error_bp,error_direction
2025-07-30,2025-03-11,397.0,21.080826596696816,141,437.5,-40.5,Underestimate
2025-07-30,2025-03-12,402.999975,20.571130255758312,140,437.5,-34.500024999999994,Underestimate
2025-07-30,2025-03-13,401.00002500000005,20.70401410353497,139,437.5,-36.49997499999995,Underestimate
2025-07-30,2025-03-14,404.49995800004194,20.320404796149727,138,437.5,-33.00004199995806,Underestimate
2025-07-30,2025-03-17,409.00004650004655,20.13046802693819,135,437.5,-28.49995349995345,Underestimate
2025-07-30,2025-03-18,410.999975,19.29774727783984,134,437.5,-26.500024999999994,Underestimate
2025-07-30,2025-03-19,409.9999974999975,19.632030693909964,133,437.5,-27.500002500002495,Underestimate
2025-07-30,2025-03-20,406.500005999994,19.16385709471205,132,437.5,-30.999994000005984,Underestimate
2025-07-30,2025-03-21,403.99999999999994,18.740064034042145,131,437.5,-33.50000000000006,Underestimate
2025-07-30,2025-03-24,409.00002150002155,19.077864181150872,128,437.5,-28.499978499978454,Underestimate
2025-07-30,2025-03-25,407.999975,19.38183169876818,127,437.5,-29.500024999999994,Underestimate
2025-07-30,2025-03-26,408.0000205000205,19.02149945632629,126,437.5,-29.499979499979474,Underestimate
2025-07-30,2025-03-27,408.5,19.139096112408236,125,437.5,-29.0,Underestimate
2025-07-30,2025-03-28,400.50001199998803,19.229041168083025,124,437.5,-36.99998800001197,Underestimate
2025-07-30,2025-03-31,401.499988999989,18.870717662660955,121,437.5,-36.000011000011,Underestimate
2025-07-30,2025-04-01,399.2500117500117,19.28131177348537,120,437.5,-38.24998824998829,Underestimate
2025-07-30,2025-04-02,404.0000165000165,18.82478637653851,119,437.5,-33.4999834999835,Underestimate
2025-07-30,2025-04-03,395.74997499999995,18.861595571408454,118,437.5,-41.75002500000005,Underestimate
2025-07-30,2025-04-04,383.00000449999544,15.077128139343607,117,437.5,-54.49999550000456,Underestimate
2025-07-30,2025-04-07,382.000025,15.374155261326555,114,437.5,-55.499975000000006,Underestimate
2025-07-30,2025-04-08,377.999975,16.88927618340629,113,437.5,-59.500024999999994,Underestimate
2025-07-30,2025-04-09,399.24998674998676,19.516728858597943,112,437.5,-38.25001325001324,Underestimate
2025-07-30,2025-04-10,391.250025,18.244223400829508,111,437.5,-46.249975000000006,Underestimate
2025-07-30,2025-04-11,397.49997499999995,18.818737338072793,110,437.5,-40.00002500000005,Underestimate
2025-07-30,2025-04-14,396.499991000009,18.78629096110222,107,437.5,-41.000008999990996,Underestimate
2025-07-30,2025-04-15,398.250025,18.96197082318647,106,437.5,-39.249975000000006,Underestimate
2025-07-30,2025-04-16,397.2499750000001,17.80880716104745,105,437.5,-40.25002499999988,Underestimate
2025-07-30,2025-04-17,399.49998800001197,17.204646116674645,104,437.5,-38.00001199998803,Underestimate
2025-07-30,2025-04-21,393.500018999981,15.942203638323724,100,437.5,-43.99998100001898,Underestimate
2025-07-30,2025-04-22,398.5,16.598569215447455,99,437.5,-39.0,Underestimate
2025-07-30,2025-04-23,404.499975,17.80323636307104,98,437.5,-33.000024999999994,Underestimate
2025-07-30,2025-04-24,402.00002500000005,17.811264693990008,97,437.5,-35.49997499999995,Underestimate
2025-07-30,2025-04-25,400.500013000013,17.732636449389766,96,437.5,-36.999986999987016,Underestimate
2025-07-30,2025-04-28,399.50001200001196,16.66591232883726,93,437.5,-37.999987999988036,Underestimate
2025-07-30,2025-04-29,397.99997499999995,16.464200557554413,92,437.5,-39.50002500000005,Underestimate
2025-07-30,2025-04-30,396.49999999999994,14.76905548774193,91,437.5,-41.00000000000006,Underestimate
2025-07-30,2025-05-01,402.00001049998957,16.90413631334252,90,437.5,-35.49998950001043,Underestimate
2025-07-30,2025-05-02,411.49997499999995,17.051263149672373,89,437.5,-26.00002500000005,Underestimate
2025-07-30,2025-05-05,414.5,16.5611744752599,86,437.5,-23.0,Underestimate
2025-07-30,2025-05-06,412.500025,16.70346146759333,85,437.5,-24.999975000000006,Underestimate
2025-07-30,2025-05-07,416.5,16.109003693587013,84,437.5,-21.0,Underestimate
2025-07-30,2025-05-08,420.766675,15.677857297614844,83,437.5,-16.73332499999998,Underestimate
2025-07-30,2025-05-09,420.27779999999996,15.65813134317119,82,437.5,-17.222200000000043,Underestimate
2025-07-30,2025-05-12,427.177775,13.619555648014916,79,437.5,-10.322225000000003,Underestimate
2025-07-30,2025-05-13,428.15553434446565,13.297887894687571,78,437.5,-9.34446565553435,Underestimate
2025-07-30,2025-05-14,428.15553434446565,13.297887894687571,77,437.5,-9.34446565553435,Underestimate
2025-07-30,2025-05-15,427.666675,13.469598896937317,76,437.5,-9.833325000000002,Underestimate
2025-07-30,2025-05-16,428.64445,13.103453140203158,75,437.5,-8.855549999999994,Underestimate
2025-07-30,2025-05-19,429.13334999999995,12.885327616226915,72,437.5,-8.36665000000005,Underestimate
2025-07-30,2025-05-20,429.96665,12.170297357809298,71,437.5,-7.5333499999999844,Underestimate
2025-07-30,2025-05-21,430.45555,11.914622285137703,70,437.5,-7.0444499999999834,Underestimate
2025-07-30,2025-05-22,430.45555,11.914622285137703,69,437.5,-7.0444499999999834,Underestimate
2025-07-30,2025-05-23,430.94446844446844,11.630329284417671,68,437.5,-6.555531555531559,Underestimate
2025-07-30,2025-05-27,431.2889,11.076934900503838,64,437.5,-6.211099999999988,Underestimate
2025-07-30,2025-05-28,431.7777557222443,10.772802403661764,63,437.5,-5.722244277755692,Underestimate
2025-07-30,2025-05-29,431.7777557222443,10.772802403661764,62,437.5,-5.722244277755692,Underestimate
2025-07-30,2025-05-30,430.87222499999996,11.51095015840895,61,437.5,-6.627775000000042,Underestimate
2025-07-30,2025-06-02,431.2889,11.076934900503838,58,437.5,-6.211099999999988,Underestimate
2025-07-30,2025-06-03,431.2889,11.076934900503838,57,437.5,-6.211099999999988,Underestimate
2025-07-30,2025-06-04,429.894425,12.009823225983595,56,437.5,-7.6055749999999875,Underestimate
2025-07-30,2025-06-05,429.40555,12.218781821339638,55,437.5,-8.094449999999995,Underestimate
2025-07-30,2025-06-06,433.24445,9.638479869642309,54,437.5,-4.255550000000028,Underestimate
2025-07-30,2025-06-09,433.24445,9.638479869642309,51,437.5,-4.255550000000028,Underestimate
2025-07-30,2025-06-10,433.733325,9.171302221842598,50,437.5,-3.7666750000000206,Underestimate
2025-07-30,2025-06-11,432.755575,10.057450294153831,49,437.5,-4.744424999999978,Underestimate
2025-07-30,2025-06-12,431.2889,11.076934900503838,48,437.5,-6.211099999999988,Underestimate
2025-07-30,2025-06-13,431.70557499999995,10.608853091610563,47,437.5,-5.794425000000047,Underestimate
2025-07-30,2025-06-16,433.733325,9.171302221842598,44,437.5,-3.7666750000000206,Underestimate
2025-07-30,2025-06-17,433.24445,9.638479869642309,43,437.5,-4.255550000000028,Underestimate
2025-07-30,2025-06-18,434.2222467222467,8.647986411963954,42,437.5,-3.277753277753277,Underestimate
2025-07-30,2025-06-20,433.883325,8.794119452473625,40,437.5,-3.6166749999999865,Underestimate
2025-07-30,2025-06-23,432.333325,10.122862462978295,37,437.5,-5.166674999999998,Underestimate
2025-07-30,2025-06-24,432.85,9.727666729488629,36,437.5,-4.649999999999977,Underestimate
2025-07-30,2025-06-25,431.3,10.796295661012623,35,437.5,-6.199999999999989,Underestimate
2025-07-30,2025-06-26,432.333325,10.122862462978295,34,437.5,-5.166674999999998,Underestimate
2025-07-30,2025-06-27,432.85,9.727666729488629,33,437.5,-4.649999999999977,Underestimate
2025-07-30,2025-06-30,432.333325,10.122862462978295,30,437.5,-5.166674999999998,Underestimate
2025-07-30,2025-07-01,432.333325,10.122862462978295,29,437.5,-5.166674999999998,Underestimate
2025-07-30,2025-07-02,431.558325,10.641352037893258,28,437.5,-5.941674999999975,Underestimate
2025-07-30,2025-07-03,435.95,6.028888786501207,27,437.5,-1.5500000000000114,Underestimate
2025-07-30,2025-07-07,435.95,6.028888786501207,23,437.5,-1.5500000000000114,Underestimate
2025-07-30,2025-07-08,435.95,6.028888786501207,22,437.5,-1.5500000000000114,Underestimate
2025-07-30,2025-07-09,435.95,6.028888786501207,21,437.5,-1.5500000000000114,Underestimate
2025-07-30,2025-07-10,435.691675,6.475962144297556,20,437.5,-1.8083250000000248,Underestimate
2025-07-30,2025-07-11,436.208325,5.533845922536604,19,437.5,-1.291674999999998,Underestimate
2025-07-30,2025-07-14,435.95,6.028888786501207,16,437.5,-1.5500000000000114,Underestimate
2025-07-30,2025-07-15,436.98332500000004,3.556672875648673,15,437.5,-0.5166749999999638,Underestimate
2025-07-30,2025-07-16,436.46667500000007,4.9764811307162615,14,437.5,-1.0333249999999339,Underestimate
2025-07-30,2025-07-17,436.46667500000007,4.9764811307162615,13,437.5,-1.0333249999999339,Underestimate
2025-07-30,2025-07-18,435.95,6.028888786501207,12,437.5,-1.5500000000000114,Underestimate
2025-07-30,2025-07-21,436.46667500000007,4.9764811307162615,9,437.5,-1.0333249999999339,Underestimate
2025-07-30,2025-07-22,436.46667500000007,4.9764811307162615,8,437.5,-1.0333249999999339,Underestimate
2025-07-30,2025-07-23,436.46667500000007,4.9764811307162615,7,437.5,-1.0333249999999339,Underestimate
2025-07-30,2025-07-24,436.46667500000007,4.9764811307162615,6,437.5,-1.0333249999999339,Underestimate
2025-07-30,2025-07-25,436.46667500000007,4.9764811307162615,5,437.5,-1.0333249999999339,Underestimate
2025-07-30,2025-07-28,436.725,4.332940687339257,2,437.5,-0.7749999999999773,Underestimate
2025-07-30,2025-07-29,436.98332500000004,3.556672875648673,1,437.5,-0.5166749999999638,Underestimate
2025-07-30,2025-07-30,436.98332500000004,3.556672875648673,0,437.5,-0.5166749999999638,Underestimate
2025-09-17,2024-09-12,295.42312499999997,34.03626323841051,370,412.5,-117.07687500000003,Underestimate
2025-09-17,2024-09-13,289.576975,34.671700273412824,369,412.5,-122.923025,Underestimate
2025-09-17,2024-09-16,288.2307757307757,34.45834847672074,366,412.5,-124.26922426922431,Underestimate
2025-09-17,2024-09-17,293.0769305769306,34.70397608067709,365,412.5,-119.42306942306942,Underestimate
2025-09-17,2024-09-18,296.076875,32.457015269959356,364,412.5,-116.42312500000003,Underestimate
2025-09-17,2024-09-19,296.7414,32.31704698823827,363,412.5,-115.7586,Underestimate
2025-09-17,2024-09-20,294.2413817413818,32.713307885686305,362,412.5,-118.25861825861818,Underestimate
2025-09-17,2024-09-23,293.74135,32.611777783149144,359,412.5,-118.75864999999999,Underestimate
2025-09-17,2024-09-24,290.741325,32.39358635971595,358,412.5,-121.75867499999998,Underestimate
2025-09-17,2024-09-25,294.24138174138176,32.16137787809191,357,412.5,-118.25861825861824,Underestimate
2025-09-17,2024-09-26,303.2413092586907,31.682653869947252,356,412.5,-109.2586907413093,Underestimate
2025-09-17,2024-09-27,295.7414250000001,32.29811587336597,355,412.5,-116.7585749999999,Underestimate
2025-09-17,2024-09-30,307.77582027582025,31.465060198600234,352,412.5,-104.72417972417975,Underestimate
2025-09-17,2024-10-01,304.560392060392,31.717088371670933,351,412.5,-107.93960793960798,Underestimate
2025-09-17,2024-10-02,307.8103796896203,31.54196917530857,350,412.5,-104.68962031037972,Underestimate
2025-09-17,2024-10-03,319.1293316293316,30.032853395384596,349,412.5,-93.3706683706684,Underestimate
2025-09-17,2024-10-04,347.12923462923465,29.66741795864609,348,412.5,-65.37076537076535,Underestimate
2025-09-17,2024-10-07,354.37925000000007,30.342765520589914,345,412.5,-58.12074999999993,Underestimate
2025-09-17,2024-10-08,352.3792601207399,30.067210010738613,344,412.5,-60.1207398792601,Underestimate
2025-09-17,2024-10-09,357.62937012937005,30.31558646012222,343,412.5,-54.870629870629955,Underestimate
2025-09-17,2024-10-10,355.62931812931816,29.512925538667403,342,412.5,-56.870681870681835,Underestimate
2025-09-17,2024-10-11,347.6292249999999,27.819946547385292,341,412.5,-64.8707750000001,Underestimate
2025-09-17,2024-10-14,354.37921687921687,29.662930609462286,338,412.5,-58.12078312078313,Underestimate
2025-09-17,2024-10-15,348.87922275844556,28.583717960492155,337,412.5,-63.620777241554435,Underestimate
2025-09-17,2024-10-16,346.37932500000005,28.246472568169906,336,412.5,-66.12067499999995,Underestimate
2025-09-17,2024-10-17,351.8794106205894,29.958401508278286,335,412.5,-60.6205893794106,Underestimate
2025-09-17,2024-10-18,348.8793136206864,29.28894175608217,334,412.5,-63.62068637931361,Underestimate
2025-09-17,2024-10-21,357.37924999999996,31.118068215065982,331,412.5,-55.120750000000044,Underestimate
2025-09-17,2024-10-22,358.37935,31.169259593026908,330,412.5,-54.12065000000001,Underestimate
2025-09-17,2024-10-23,363.344775,31.817184510879887,329,412.5,-49.15522499999997,Underestimate
2025-09-17,2024-10-24,359.5948220948221,30.87187681130032,328,412.5,-52.90517790517788,Underestimate
2025-09-17,2024-10-25,364.344825,31.126451704609295,327,412.5,-48.155174999999986,Underestimate
2025-09-17,2024-10-28,368.810425,31.50294289934474,324,412.5,-43.68957499999999,Underestimate
2025-09-17,2024-10-29,366.81035431035434,30.9419306395292,323,412.5,-45.68964568964566,Underestimate
2025-09-17,2024-10-30,370.52592499999986,31.20088384796775,322,412.5,-41.97407500000014,Underestimate
2025-09-17,2024-10-31,372.27581522418484,31.22399704070641,321,412.5,-40.22418477581516,Underestimate
2025-09-17,2024-11-01,376.27582244835503,30.7254893893235,320,412.5,-36.22417755164497,Underestimate
2025-09-17,2024-11-04,374.7758122758123,30.78210569799628,317,412.5,-37.724187724187686,Underestimate
2025-09-17,2024-11-05,380.241275,30.78979597812196,316,412.5,-32.25872500000003,Underestimate
2025-09-17,2024-11-06,388.741375,30.699566171354522,315,412.5,-23.758624999999995,Underestimate
2025-09-17,2024-11-07,383.7414462414462,31.411411532237167,314,412.5,-28.758553758553774,Underestimate
2025-09-17,2024-11-08,389.501922998077,31.142566616170534,313,412.5,-22.99807700192298,Underestimate
2025-09-17,2024-11-11,394.89282499999996,30.68388035303513,310,412.5,-17.60717500000004,Underestimate
2025-09-17,2024-11-12,400.09012499999994,30.256022168890194,309,412.5,-12.409875000000056,Underestimate
2025-09-17,2024-11-13,390.55269999999996,29.28301167417723,308,412.5,-21.94730000000004,Underestimate
2025-09-17,2024-11-14,392.136025,30.252403164035993,307,412.5,-20.363974999999982,Underestimate
2025-09-17,2024-11-15,393.2194192805807,30.9152127540922,306,412.5,-19.280580719419277,Underestimate
2025-09-17,2024-11-18,392.59007499999996,31.008273274956395,303,412.5,-19.909925000000044,Underestimate
2025-09-17,2024-11-19,392.09952499999997,31.20640951430291,302,412.5,-20.40047500000003,Underestimate
2025-09-17,2024-11-20,395.43580000000003,30.78632940705988,301,412.5,-17.06419999999997,Underestimate
2025-09-17,2024-11-21,399.41092500000013,30.253024487551244,300,412.5,-13.089074999999866,Underestimate
2025-09-17,2024-11-22,403.71255878744125,29.888750498796263,299,412.5,-8.787441212558747,Underestimate
2025-09-17,2024-11-25,397.29693479693475,30.893170668491337,296,412.5,-15.20306520306525,Underestimate
2025-09-17,2024-11-26,400.58430000000004,30.253117087500257,295,412.5,-11.915699999999958,Underestimate
2025-09-17,2024-11-27,395.87164999999993,30.27761923067103,294,412.5,-16.62835000000007,Underestimate
2025-09-17,2024-11-29,392.95597499999997,30.79257965483527,292,412.5,-19.544025000000033,Underestimate
2025-09-17,2024-12-02,395.17281732718266,30.64579907958933,289,412.5,-17.327182672817344,Underestimate
2025-09-17,2024-12-03,389.199225,30.49878291668989,288,412.5,-23.300774999999987,Underestimate
2025-09-17,2024-12-04,383.4076290923708,30.363233304128773,287,412.5,-29.092370907629174,Underestimate
2025-09-17,2024-12-05,387.12017537982456,30.87744572818463,286,412.5,-25.37982462017544,Underestimate
2025-09-17,2024-12-06,380.79505670494336,29.998650645233514,285,412.5,-31.704943295056637,Underestimate
2025-09-17,2024-12-09,382.67577017577014,29.973898700549583,282,412.5,-29.82422982422986,Underestimate
2025-09-17,2024-12-10,385.739975,28.998089368083807,281,412.5,-26.760024999999985,Underestimate
2025-09-17,2024-12-11,386.55264999999997,27.95351101342191,280,412.5,-25.94735000000003,Underestimate
2025-09-17,2024-12-12,389.51824798175204,27.716482511448422,279,412.5,-22.98175201824796,Underestimate
2025-09-17,2024-12-13,394.4237861524276,27.006311868821697,278,412.5,-18.076213847572376,Underestimate
2025-09-17,2024-12-16,394.90900740900736,26.728704205971013,275,412.5,-17.59099259099264,Underestimate
2025-09-17,2024-12-17,395.96835000000004,26.681726860859293,274,412.5,-16.531649999999956,Underestimate
2025-09-17,2024-12-18,409.34435,23.054758143981907,273,412.5,-3.15564999999998,Underestimate
2025-09-17,2024-12-19,405.5344999999999,24.061729151289192,272,412.5,-6.965500000000077,Underestimate
2025-09-17,2024-12-20,404.5345,24.103284210870516,271,412.5,-7.96550000000002,Underestimate
2025-09-17,2024-12-23,408.53450000000004,23.197086234051035,268,412.5,-3.965499999999963,Underestimate
2025-09-17,2024-12-24,404.99995,24.159144231480965,267,412.5,-7.5000499999999874,Underestimate
2025-09-17,2024-12-26,404.96551746551745,24.224632949517446,265,412.5,-7.5344825344825495,Underestimate
2025-09-17,2024-12-27,403.465484034516,24.578750182464017,264,412.5,-9.03451596548399,Underestimate
2025-09-17,2024-12-30,398.6982888017112,25.721319774177736,261,412.5,-13.801711198288785,Underestimate
2025-09-17,2024-12-31,400.26715,25.21559301062539,260,412.5,-12.232849999999985,Underestimate
2025-09-17,2025-01-02,400.23282500000005,25.5408651482164,258,412.5,-12.267174999999952,Underestimate
2025-09-17,2025-01-03,402.99999049999053,24.765712650566567,257,412.5,-9.500009500009469,Underestimate
2025-09-17,2025-01-06,403.034475,24.943801063077274,254,412.5,-9.465525000000014,Underestimate
2025-09-17,2025-01-07,405.56899306899305,24.385585611544712,253,412.5,-6.931006931006948,Underestimate
2025-09-17,2025-01-08,404.37067499999995,24.518558278258837,252,412.5,-8.129325000000051,Underestimate
2025-09-17,2025-01-09,401.10350000000005,25.23144937870197,251,412.5,-11.396499999999946,Underestimate
2025-09-17,2025-01-10,414.33619999999996,21.48670215645016,250,412.5,1.8361999999999625,Overestimate
2025-09-17,2025-01-13,415.10335,21.2361147288646,247,412.5,2.6033499999999776,Overestimate
2025-09-17,2025-01-14,411.60339999999997,22.441671248817457,246,412.5,-0.8966000000000349,Underestimate
2025-09-17,2025-01-15,404.20685,24.44808096921924,245,412.5,-8.293150000000026,Underestimate
2025-09-17,2025-01-16,402.706875,24.831614481027508,244,412.5,-9.793124999999975,Underestimate
2025-09-17,2025-01-17,405.70687499999997,24.05806159553124,243,412.5,-6.793125000000032,Underestimate
2025-09-17,2025-01-21,406.172425,24.107751235222562,239,412.5,-6.327575000000024,Underestimate
2025-09-17,2025-01-22,405.4397,24.126923009575837,238,412.5,-7.060299999999984,Underestimate
2025-09-17,2025-01-23,404.474241974242,24.418443209695848,237,412.5,-8.025758025758023,Underestimate
2025-09-17,2025-01-24,402.6722848277152,24.763777572571144,236,412.5,-9.827715172284798,Underestimate
2025-09-17,2025-01-27,396.2757912242088,25.770375380702962,233,412.5,-16.224208775791226,Underestimate
2025-09-17,2025-01-28,397.241325,25.76091442950686,232,412.5,-15.258674999999982,Underestimate
2025-09-17,2025-01-29,400.50859999999994,24.890838194805735,231,412.5,-11.991400000000056,Underestimate
2025-09-17,2025-01-30,398.810375,25.158369230921448,230,412.5,-13.689624999999978,Underestimate
2025-09-17,2025-01-31,402.2758397758398,24.50134695399734,229,412.5,-10.224160224160187,Underestimate
2025-09-17,2025-02-03,406.27585,23.678021597622973,226,412.5,-6.224150000000009,Underestimate
2025-09-17,2025-02-04,402.81030968969026,24.570977881786433,225,412.5,-9.689690310309743,Underestimate
2025-09-17,2025-02-05,401.060325,24.977579164009768,224,412.5,-11.439675000000022,Underestimate
2025-09-17,2025-02-06,402.310325,24.646524063128556,223,412.5,-10.189675000000022,Underestimate
2025-09-17,2025-02-07,409.77585,22.615266011645762,222,412.5,-2.7241500000000087,Underestimate
2025-09-17,2025-02-10,408.77585,22.947046798607875,219,412.5,-3.7241500000000087,Underestimate
2025-09-17,2025-02-11,411.52587500000004,21.949754109884122,218,412.5,-0.9741249999999582,Underestimate
2025-09-17,2025-02-12,418.991425,19.170472776365614,217,412.5,6.4914249999999925,Overestimate
2025-09-17,2025-02-13,414.27585,20.984461079034173,216,412.5,1.7758499999999913,Overestimate
2025-09-17,2025-02-14,408.06039556039553,22.53218120442675,215,412.5,-4.439604439604466,Underestimate
2025-09-17,2025-02-18,411.52592402592404,21.60491306897162,211,412.5,-0.9740759740759586,Underestimate
2025-09-17,2025-02-19,410.52585,21.67132856512263,210,412.5,-1.9741500000000087,Underestimate
2025-09-17,2025-02-20,408.5259,22.556878755492747,209,412.5,-3.9741000000000213,Underestimate
2025-09-17,2025-02-21,401.34478615521385,24.14720214747298,208,412.5,-11.155213844786147,Underestimate
2025-09-17,2025-02-24,400.379325,23.940026368915614,205,412.5,-12.120675000000006,Underestimate
2025-09-17,2025-02-25,395.44826705173296,23.98124345398607,204,412.5,-17.051732948267045,Underestimate
2025-09-17,2025-02-26,394.44825000000003,24.101464103607896,203,412.5,-18.05174999999997,Underestimate
2025-09-17,2025-02-27,394.9483074483074,24.1180089002207,202,412.5,-17.55169255169261,Underestimate
2025-09-17,2025-02-28,386.01722500000005,24.451574658892117,201,412.5,-26.482774999999947,Underestimate
2025-09-17,2025-03-03,385.517225,24.761320205097608,198,412.5,-26.982775000000004,Underestimate
2025-09-17,2025-03-04,382.517275,25.11716199283619,197,412.5,-29.982725000000016,Underestimate
2025-09-17,2025-03-05,384.55172500000003,24.744232651758974,196,412.5,-27.948274999999967,Underestimate
2025-09-17,2025-03-06,379.0172415172416,25.398519160871487,195,412.5,-33.48275848275841,Underestimate
2025-09-17,2025-03-07,383.9827785172214,24.18476650222829,194,412.5,-28.51722148277861,Underestimate
2025-09-17,2025-03-10,375.08625,23.883232841001654,191,412.5,-37.41374999999999,Underestimate
2025-09-17,2025-03-11,380.58624308624303,24.19360656181942,190,412.5,-31.91375691375697,Underestimate
2025-09-17,2025-03-12,386.55172594827405,23.74512237476916,189,412.5,-25.948274051725946,Underestimate
2025-09-17,2025-03-13,384.08617499999997,23.77867056564296,188,412.5,-28.41382500000003,Underestimate
2025-09-17,2025-03-14,389.4828,23.724006916201994,187,412.5,-23.017200000000003,Underestimate
2025-09-17,2025-03-17,394.4827569827569,23.609727044120284,184,412.5,-18.017243017243118,Underestimate
2025-09-17,2025-03-18,395.98277500000006,22.854226158401755,183,412.5,-16.51722499999994,Underestimate
2025-09-17,2025-03-19,393.5516939483061,22.93641074043841,182,412.5,-18.94830605169392,Underestimate
2025-09-17,2025-03-20,390.08622499999996,22.542949346733113,181,412.5,-22.413775000000044,Underestimate
2025-09-17,2025-03-21,387.58619999999996,22.183835772021034,180,412.5,-24.913800000000037,Underestimate
2025-09-17,2025-03-24,394.48275698275705,22.71883403311168,177,412.5,-18.017243017242947,Underestimate
2025-09-17,2025-03-25,393.017225,22.92903951977437,176,412.5,-19.482775000000004,Underestimate
2025-09-17,2025-03-26,393.482775,22.671530126997936,175,412.5,-19.017224999999996,Underestimate
2025-09-17,2025-03-27,394.017225,22.773343041797247,174,412.5,-18.482775000000004,Underestimate
2025-09-17,2025-03-28,385.08617499999997,22.74896313833611,173,412.5,-27.41382500000003,Underestimate
2025-09-17,2025-03-31,385.08619999999996,22.294333799420876,170,412.5,-27.413800000000037,Underestimate
2025-09-17,2025-04-01,381.905225,22.46214298991472,169,412.5,-30.594775000000027,Underestimate
2025-09-17,2025-04-02,387.1551503448497,22.1753373559645,168,412.5,-25.344849655150313,Underestimate
2025-09-17,2025-04-03,375.5775750000001,21.287177058486993,167,412.5,-36.92242499999992,Underestimate
2025-09-17,2025-04-04,364.79310000000004,18.735039161688455,166,412.5,-47.70689999999996,Underestimate
2025-09-17,2025-04-07,365.1896249999999,19.339959730034987,163,412.5,-47.31037500000008,Underestimate
2025-09-17,2025-04-08,360.68965181034827,20.453813038071804,162,412.5,-51.810348189651734,Underestimate
2025-09-17,2025-04-09,383.87070000000006,22.996998315214967,161,412.5,-28.629299999999944,Underestimate
2025-09-17,2025-04-10,373.905225,21.57846652798514,160,412.5,-38.59477500000003,Underestimate
2025-09-17,2025-04-11,382.189625,22.416468106268994,159,412.5,-30.310375000000022,Underestimate
2025-09-17,2025-04-14,377.8621096378904,21.714091161668925,156,412.5,-34.6378903621096,Underestimate
2025-09-17,2025-04-15,379.64655,21.875890224114308,155,412.5,-32.85345000000001,Underestimate
2025-09-17,2025-04-16,378.215525,20.7534129476184,154,412.5,-34.284474999999986,Underestimate
2025-09-17,2025-04-17,380.46552500000007,20.23735497722899,153,412.5,-32.03447499999993,Underestimate
2025-09-17,2025-04-21,373.5000249999999,18.818941920293366,149,412.5,-38.99997500000012,Underestimate
2025-09-17,2025-04-22,379.43105,19.713245443039053,148,412.5,-33.06894999999997,Underestimate
2025-09-17,2025-04-23,385.8965733965734,20.87947764315447,147,412.5,-26.603426603426612,Underestimate
2025-09-17,2025-04-24,381.96552500000007,20.413756672263318,146,412.5,-30.53447499999993,Underestimate
2025-09-17,2025-04-25,380.4655750000001,20.345269472763814,145,412.5,-32.034424999999885,Underestimate
2025-09-17,2025-04-28,378.56897499999997,19.050489953000554,142,412.5,-33.931025000000034,Underestimate
2025-09-17,2025-04-29,376.63795,18.67577628366489,141,412.5,-35.86205000000001,Underestimate
2025-09-17,2025-04-30,373.1724143275857,16.03558001383455,140,412.5,-39.32758567241427,Underestimate
2025-09-17,2025-05-01,380.6034431034431,19.048632848198423,139,412.5,-31.896556896556888,Underestimate
2025-09-17,2025-05-02,391.4655000000001,19.754140319183726,138,412.5,-21.034499999999923,Underestimate
2025-09-17,2025-05-05,395.00000750000754,19.532577281851953,135,412.5,-17.49999249999246,Underestimate
2025-09-17,2025-05-06,391.56894593105415,19.08335788794229,134,412.5,-20.931054068945855,Underestimate
2025-09-17,2025-05-07,395.637925,18.596432499121303,133,412.5,-16.862075000000004,Underestimate
2025-09-17,2025-05-08,402.23218526781477,19.121477049815354,132,412.5,-10.26781473218523,Underestimate
2025-09-17,2025-05-09,402.2433147433148,19.25607718465514,131,412.5,-10.256685256685216,Underestimate
2025-09-17,2025-05-12,410.50535,18.009271816969726,128,412.5,-1.9946499999999787,Underestimate
2025-09-17,2025-05-13,413.44864999999993,18.116637744832786,127,412.5,0.9486499999999296,Overestimate
2025-09-17,2025-05-14,415.414175,18.248957752961537,126,412.5,2.914175,Overestimate
2025-09-17,2025-05-15,413.028725,18.25129652584646,125,412.5,0.5287250000000085,Overestimate
2025-09-17,2025-05-16,415.47202500000003,18.096897314163414,124,412.5,2.9720250000000306,Overestimate
2025-09-17,2025-05-19,414.995375,17.87735938580905,121,412.5,2.495375000000024,Overestimate
2025-09-17,2025-05-20,415.8632,17.37225189087471,120,412.5,3.363200000000006,Overestimate
2025-09-17,2025-05-21,416.78315,17.22885301108289,119,412.5,4.283149999999978,Overestimate
2025-09-17,2025-05-22,417.7831197168803,17.267858725586443,118,412.5,5.2831197168803214,Overestimate
2025-09-17,2025-05-23,419.30649999999997,17.05206168620088,117,412.5,6.806499999999971,Overestimate
2025-09-17,2025-05-27,419.150975,16.697833887944117,113,412.5,6.650975000000017,Overestimate
2025-09-17,2025-05-28,420.036375,16.48415684405408,112,412.5,7.536375000000021,Overestimate
2025-09-17,2025-05-29,417.63984999999997,16.420092629991462,111,412.5,5.139849999999967,Overestimate
2025-09-17,2025-05-30,415.2688,16.70688470541411,110,412.5,2.768799999999999,Overestimate
2025-09-17,2025-06-02,416.65094999999997,16.564370319981983,107,412.5,4.150949999999966,Overestimate
2025-09-17,2025-06-03,416.0820035820036,16.480921842847504,106,412.5,3.5820035820036082,Overestimate
