timestamp,open,high,low,close,volume
2026-01-02 15:00:00,89541.16,89840.03,88736.91,89358.24,3549.14
2026-01-02 16:00:00,89358.24,90765.81,89151.83,90340.08,4062.03
2026-01-02 17:00:00,90340.08,90940.54,90153.46,90341.35,3748.45
2026-01-02 18:00:00,90341.35,90530.81,89510.4,89730.38,2325.23
2026-01-02 19:00:00,89730.38,90121.63,89614.03,89857.78,1762.44
2026-01-02 20:00:00,89857.78,90046.55,89584.74,89705.49,1648.08
2026-01-02 21:00:00,89705.49,90130.35,89703.17,90027.76,686.41
2026-01-02 22:00:00,90027.76,90376.37,89986.1,90165.77,550.45
2026-01-02 23:00:00,90165.77,90168.68,89866.13,89959.25,403.79
2026-01-03 00:00:00,89959.25,90160.18,89930.34,90126.3,340.73
2026-01-03 01:00:00,90126.3,90265.79,90044.1,90247.55,354.66
2026-01-03 02:00:00,90247.55,90375.05,90102.61,90301.9,386.43
2026-01-03 03:00:00,90301.9,90344.39,90166.62,90292.63,209.57
2026-01-03 04:00:00,90292.63,90449.08,90020.04,90134.48,470.73
2026-01-03 05:00:00,90134.48,90173.86,89894.54,90003.62,270.51
2026-01-03 06:00:00,90003.62,90101.51,89822.64,89844.2,232.19
2026-01-03 07:00:00,89844.2,89920.12,89288.1,89550.6,655.43
2026-01-03 08:00:00,89550.6,89802.3,89396.11,89642.5,485.09
2026-01-03 09:00:00,89642.5,89952.34,89606.6,89767.68,437.66
2026-01-03 10:00:00,89767.68,89843.98,89684.76,89726.18,259.42
2026-01-03 11:00:00,89726.18,89745.09,89639.14,89710.79,201.0
2026-01-03 12:00:00,89710.79,89995.14,89617.37,89988.67,435.85
2026-01-03 13:00:00,89988.67,90012.66,89879.38,89960.48,216.28
2026-01-03 14:00:00,89960.48,90190.96,89915.92,90079.74,443.61
2026-01-03 15:00:00,90079.74,90080.27,89919.66,89926.01,267.91
2026-01-03 16:00:00,89926.01,90172.77,89876.23,90061.88,422.2
2026-01-03 17:00:00,90061.88,90085.51,89980.87,90048.93,160.6
2026-01-03 18:00:00,90048.93,90156.73,89992.6,90099.22,166.82
2026-01-03 19:00:00,90099.22,90107.79,90017.41,90080.54,276.36
2026-01-03 20:00:00,90080.54,90326.64,89982.81,90317.27,365.47
2026-01-03 21:00:00,90317.27,90692.56,90281.85,90519.6,566.45
2026-01-03 22:00:00,90519.6,90683.86,90447.1,90552.1,327.68
2026-01-03 23:00:00,90552.1,90658.33,90430.35,90598.87,347.42
2026-01-04 00:00:00,90598.87,91550.31,90598.62,91297.61,1615.16
2026-01-04 01:00:00,91297.61,91440.05,90968.52,91193.59,700.93
2026-01-04 02:00:00,91193.59,91254.83,91040.26,91096.61,368.79
2026-01-04 03:00:00,91096.61,91321.91,91052.83,91199.46,370.96
2026-01-04 04:00:00,91199.46,91538.67,91153.2,91359.93,405.68
2026-01-04 05:00:00,91359.93,91450.48,91305.2,91441.71,159.67
2026-01-04 06:00:00,91441.71,91750.6,91197.91,91197.91,716.63
2026-01-04 07:00:00,91197.91,91500.52,91183.28,91489.83,355.99
2026-01-04 08:00:00,91489.83,91500.04,91133.92,91330.59,473.24
2026-01-04 09:00:00,91330.59,91440.25,91214.15,91418.2,281.7
2026-01-04 10:00:00,91418.2,91576.83,91387.05,91555.59,268.02
2026-01-04 11:00:00,91555.59,91555.64,91210.12,91268.04,278.36
2026-01-04 12:00:00,91268.04,91325.17,91060.41,91106.88,385.49
2026-01-04 13:00:00,91106.88,91236.26,90996.36,91227.43,330.89
2026-01-04 14:00:00,91227.43,91381.05,91116.65,91296.6,402.15
2026-01-04 15:00:00,91296.6,91336.78,91062.28,91267.51,297.21
