Datetime,open,high,low,close,volume
2025-12-30 09:00:00-05:00,76.0250015258789,76.2249984741211,74.8499984741211,75.2300033569336,18350
2025-12-30 10:00:00-05:00,75.2300033569336,76.24500274658203,74.86499786376953,75.8499984741211,14318
2025-12-30 11:00:00-05:00,75.83999633789062,77.0199966430664,75.52999877929688,76.88999938964844,10818
2025-12-30 12:00:00-05:00,76.90499877929688,77.72000122070312,76.84500122070312,77.45500183105469,14441
2025-12-30 13:00:00-05:00,77.44499969482422,78.06500244140625,77.21499633789062,77.53500366210938,13539
2025-12-30 14:00:00-05:00,77.51000213623047,77.7300033569336,75.7750015258789,76.11000061035156,9235
2025-12-30 15:00:00-05:00,76.1050033569336,76.63999938964844,75.2750015258789,75.93000030517578,9616
2025-12-30 16:00:00-05:00,75.94000244140625,76.5199966430664,75.875,76.01499938964844,2850
2025-12-30 18:00:00-05:00,76.06500244140625,76.2750015258789,74.1500015258789,75.06999969482422,0
2025-12-30 19:00:00-05:00,75.08000183105469,75.24500274658203,74.11499786376953,74.69000244140625,3680
2025-12-30 20:00:00-05:00,74.69499969482422,75.68000030517578,74.41000366210938,75.38500213623047,4644
2025-12-30 21:00:00-05:00,75.3949966430664,75.75,72.69999694824219,73.16999816894531,8811
2025-12-30 22:00:00-05:00,73.16000366210938,73.5,71.86000061035156,72.0250015258789,9768
2025-12-30 23:00:00-05:00,72.0250015258789,72.72000122070312,71.42500305175781,71.63999938964844,4849
2025-12-31 00:00:00-05:00,71.69499969482422,72.30000305175781,70.36499786376953,70.69000244140625,9185
2025-12-31 01:00:00-05:00,70.71499633789062,71.49500274658203,70.2249984741211,71.375,6782
2025-12-31 02:00:00-05:00,71.3949966430664,72.0199966430664,71.11000061035156,71.78500366210938,4136
2025-12-31 03:00:00-05:00,71.79000091552734,71.94999694824219,70.5,70.51499938964844,4661
2025-12-31 04:00:00-05:00,70.5199966430664,72.02999877929688,70.5199966430664,71.41999816894531,4328
2025-12-31 05:00:00-05:00,71.41000366210938,71.74500274658203,71.05000305175781,71.41000366210938,2740
2025-12-31 06:00:00-05:00,71.3949966430664,71.83499908447266,71.21499633789062,71.44499969482422,1905
2025-12-31 07:00:00-05:00,71.44499969482422,71.55000305175781,70.81999969482422,71.4000015258789,3155
2025-12-31 08:00:00-05:00,71.3949966430664,71.91999816894531,71.04499816894531,71.7300033569336,5799
2025-12-31 09:00:00-05:00,71.7249984741211,73.28500366210938,71.18499755859375,72.93499755859375,12931
2025-12-31 10:00:00-05:00,72.92500305175781,73.12000274658203,71.55999755859375,71.87000274658203,9262
2025-12-31 11:00:00-05:00,71.86000061035156,71.99500274658203,70.875,71.19499969482422,8031
2025-12-31 12:00:00-05:00,71.2249984741211,71.49500274658203,70.51499938964844,70.69499969482422,7686
2025-12-31 13:00:00-05:00,70.68499755859375,71.26000213623047,70.44499969482422,71.01499938964844,9253
2025-12-31 14:00:00-05:00,71.04000091552734,71.20999908447266,69.57499694824219,69.73999786376953,9467
2025-12-31 15:00:00-05:00,69.73999786376953,70.70999908447266,69.25499725341797,70.40499877929688,7065
2025-12-31 16:00:00-05:00,70.41500091552734,70.99500274658203,70.2699966430664,70.9800033569336,2220
2026-01-02 00:00:00-05:00,72.79499816894531,73.5250015258789,72.6050033569336,73.4749984741211,2664
2026-01-02 01:00:00-05:00,73.48999786376953,73.80000305175781,73.25,73.48999786376953,2420
2026-01-02 02:00:00-05:00,73.50499725341797,73.61499786376953,73.18499755859375,73.5199966430664,2234
2026-01-02 03:00:00-05:00,73.5,74.16999816894531,73.45500183105469,73.99500274658203,3794
2026-01-02 04:00:00-05:00,73.98500061035156,74.11499786376953,73.87999725341797,73.91999816894531,1479
2026-01-02 05:00:00-05:00,73.94499969482422,74.11499786376953,73.83000183105469,74.05500030517578,1472
2026-01-02 06:00:00-05:00,74.06500244140625,74.20999908447266,73.66500091552734,73.77999877929688,2642
2026-01-02 07:00:00-05:00,73.77999877929688,73.91500091552734,73.34500122070312,73.56500244140625,3390
2026-01-02 08:00:00-05:00,73.56999969482422,73.75499725341797,73.08000183105469,73.45999908447266,7322
2026-01-02 09:00:00-05:00,73.50499725341797,74.12000274658203,72.83499908447266,73.24500274658203,10408
2026-01-02 10:00:00-05:00,73.2300033569336,73.52999877929688,72.125,72.20999908447266,10521
2026-01-02 11:00:00-05:00,72.19000244140625,72.26499938964844,71.18499755859375,71.80999755859375,9795
2026-01-02 12:00:00-05:00,71.79000091552734,72.27999877929688,71.32499694824219,71.375,5857
2026-01-02 13:00:00-05:00,71.37000274658203,71.5,70.87999725341797,71.26000213623047,7208
2026-01-02 14:00:00-05:00,71.27999877929688,72.16000366210938,71.25499725341797,71.43499755859375,4703
2026-01-02 15:00:00-05:00,71.45999908447266,72.23999786376953,71.38500213623047,72.09500122070312,3118
2026-01-02 16:00:00-05:00,72.1050033569336,72.26000213623047,71.01499938964844,71.01499938964844,1055
