timestamp,open,high,low,close,volume
2026-01-02 15:00:00,3080.76,3095.73,3053.17,3084.66,61989.02
2026-01-02 16:00:00,3084.66,3141.69,3078.88,3130.88,49829.73
2026-01-02 17:00:00,3130.88,3148.96,3109.09,3121.37,36917.02
2026-01-02 18:00:00,3121.37,3130.82,3095.64,3108.99,27943.72
2026-01-02 19:00:00,3108.99,3126.69,3106.54,3122.88,17323.91
2026-01-02 20:00:00,3122.88,3128.41,3110.09,3116.62,16232.78
2026-01-02 21:00:00,3116.62,3132.27,3115.17,3129.52,9070.2
2026-01-02 22:00:00,3129.52,3143.85,3126.99,3132.6,6758.43
2026-01-02 23:00:00,3132.6,3134.47,3119.36,3124.71,5758.04
2026-01-03 00:00:00,3124.71,3135.41,3121.66,3129.99,7931.05
2026-01-03 01:00:00,3129.99,3130.85,3122.67,3129.87,4131.41
2026-01-03 02:00:00,3129.87,3129.95,3119.26,3125.17,5937.99
2026-01-03 03:00:00,3125.17,3126.11,3117.7,3124.42,3650.1
2026-01-03 04:00:00,3124.42,3126.36,3114.13,3115.56,3308.05
2026-01-03 05:00:00,3115.56,3117.8,3103.79,3111.08,4614.02
2026-01-03 06:00:00,3111.08,3116.31,3097.56,3097.56,3515.94
2026-01-03 07:00:00,3097.56,3103.97,3075.11,3089.1,11937.61
2026-01-03 08:00:00,3089.1,3104.39,3083.59,3094.92,4715.03
2026-01-03 09:00:00,3094.92,3109.27,3091.63,3100.24,3685.11
2026-01-03 10:00:00,3100.24,3104.7,3096.26,3096.69,2480.11
2026-01-03 11:00:00,3096.69,3098.91,3091.17,3097.38,2234.13
2026-01-03 12:00:00,3097.38,3104.3,3092.08,3103.36,4934.28
2026-01-03 13:00:00,3103.36,3106.3,3099.57,3101.65,3176.52
2026-01-03 14:00:00,3101.65,3113.02,3100.25,3104.61,6196.29
2026-01-03 15:00:00,3104.61,3106.11,3098.97,3099.82,3904.49
2026-01-03 16:00:00,3099.82,3110.62,3096.99,3105.79,4025.65
2026-01-03 17:00:00,3105.79,3108.72,3104.36,3106.96,1768.1
2026-01-03 18:00:00,3106.96,3116.88,3103.71,3114.95,3825.5
2026-01-03 19:00:00,3114.95,3114.96,3108.98,3111.55,3689.12
2026-01-03 20:00:00,3111.55,3115.91,3106.08,3114.07,3249.97
2026-01-03 21:00:00,3114.07,3127.7,3111.84,3119.3,4388.51
2026-01-03 22:00:00,3119.3,3124.73,3112.74,3121.69,3271.64
2026-01-03 23:00:00,3121.69,3129.37,3119.7,3125.76,5512.22
2026-01-04 00:00:00,3125.76,3165.14,3125.35,3156.48,17688.2
2026-01-04 01:00:00,3156.48,3160.93,3140.84,3148.74,8708.93
2026-01-04 02:00:00,3148.74,3149.83,3136.67,3140.01,5066.78
2026-01-04 03:00:00,3140.01,3149.7,3139.19,3146.44,4230.19
2026-01-04 04:00:00,3146.44,3154.5,3143.89,3147.33,3779.72
2026-01-04 05:00:00,3147.33,3150.97,3144.17,3149.98,2404.81
2026-01-04 06:00:00,3149.98,3161.67,3138.57,3138.91,6989.53
2026-01-04 07:00:00,3138.91,3144.83,3132.56,3140.15,4057.48
2026-01-04 08:00:00,3140.15,3140.82,3125.44,3137.24,6329.39
2026-01-04 09:00:00,3137.24,3146.63,3133.79,3142.41,4090.31
2026-01-04 10:00:00,3142.41,3146.99,3141.52,3144.93,2294.67
2026-01-04 11:00:00,3144.93,3144.93,3134.11,3138.38,2097.99
2026-01-04 12:00:00,3138.38,3145.83,3132.95,3135.67,3815.6
2026-01-04 13:00:00,3135.67,3139.93,3130.88,3139.34,3032.55
2026-01-04 14:00:00,3139.34,3142.08,3131.03,3135.89,4149.1
2026-01-04 15:00:00,3135.89,3138.32,3117.97,3132.2,6831.74
