timestamp,open,high,low,close,volume
2026-01-02 15:00:00,1.916,1.924,1.897,1.917,16443284.45
2026-01-02 16:00:00,1.917,1.963,1.915,1.962,23774860.72
2026-01-02 17:00:00,1.962,1.997,1.962,1.992,23691865.34
2026-01-02 18:00:00,1.992,1.997,1.969,1.977,15681021.54
2026-01-02 19:00:00,1.977,1.994,1.972,1.991,8685776.99
2026-01-02 20:00:00,1.991,1.997,1.977,1.979,9983143.42
2026-01-02 21:00:00,1.979,2.02,1.979,2.016,12646453.13
2026-01-02 22:00:00,2.016,2.03,2.009,2.015,11617223.63
2026-01-02 23:00:00,2.015,2.018,2.004,2.006,6816195.25
2026-01-03 00:00:00,2.006,2.038,2.006,2.014,9695878.93
2026-01-03 01:00:00,2.014,2.031,2.011,2.029,5857912.82
2026-01-03 02:00:00,2.029,2.03,2.019,2.024,4251342.28
2026-01-03 03:00:00,2.024,2.1,2.019,2.04,9047698.97
2026-01-03 04:00:00,2.04,2.056,2.037,2.048,11899128.0
2026-01-03 05:00:00,2.048,2.055,2.028,2.031,6339416.83
2026-01-03 06:00:00,2.031,2.035,2.007,2.011,6029349.06
2026-01-03 07:00:00,2.011,2.015,1.983,1.993,10880155.72
2026-01-03 08:00:00,1.993,2.009,1.991,2.007,4323269.7
2026-01-03 09:00:00,2.007,2.021,2.005,2.013,4165534.97
2026-01-03 10:00:00,2.013,2.014,2.003,2.005,3126429.81
2026-01-03 11:00:00,2.005,2.005,1.997,1.999,2639465.82
2026-01-03 12:00:00,1.999,2.005,1.991,2.002,4369278.55
2026-01-03 13:00:00,2.002,2.008,1.999,2.004,3713756.08
2026-01-03 14:00:00,2.004,2.018,2.003,2.01,4521827.32
2026-01-03 15:00:00,2.01,2.012,2.004,2.005,2659144.86
2026-01-03 16:00:00,2.005,2.01,1.999,2.001,5082430.16
2026-01-03 17:00:00,2.001,2.004,1.994,2.001,3518712.79
2026-01-03 18:00:00,2.001,2.01,1.997,2.009,5564566.29
2026-01-03 19:00:00,2.009,2.009,2.002,2.006,4157379.44
2026-01-03 20:00:00,2.006,2.01,1.998,2.007,3760171.97
2026-01-03 21:00:00,2.007,2.013,2.004,2.009,3778071.13
2026-01-03 22:00:00,2.009,2.016,2.003,2.014,2112102.12
2026-01-03 23:00:00,2.014,2.018,2.012,2.018,2285277.95
2026-01-04 00:00:00,2.018,2.047,2.015,2.042,10019766.65
2026-01-04 01:00:00,2.042,2.043,2.026,2.035,4899188.78
2026-01-04 02:00:00,2.035,2.037,2.026,2.03,4624857.47
2026-01-04 03:00:00,2.03,2.061,2.03,2.057,9474505.96
2026-01-04 04:00:00,2.057,2.068,2.052,2.06,8504562.69
2026-01-04 05:00:00,2.06,2.075,2.055,2.066,5975213.97
2026-01-04 06:00:00,2.066,2.073,2.058,2.067,6014252.36
2026-01-04 07:00:00,2.067,2.08,2.061,2.071,5681930.95
2026-01-04 08:00:00,2.071,2.084,2.059,2.077,8263408.47
2026-01-04 09:00:00,2.077,2.089,2.066,2.085,4718387.54
2026-01-04 10:00:00,2.085,2.091,2.078,2.09,4214765.32
2026-01-04 11:00:00,2.09,2.096,2.083,2.094,4410003.06
2026-01-04 12:00:00,2.094,2.12,2.091,2.117,11835451.49
2026-01-04 13:00:00,2.117,2.117,2.091,2.101,10560067.52
2026-01-04 14:00:00,2.101,2.106,2.081,2.09,8404675.83
2026-01-04 15:00:00,2.09,2.096,2.082,2.089,5708375.49
