Datetime,open,high,low,close,volume
2025-12-31 06:00:00+00:00,1.1739845275878906,1.1742602586746216,1.1737089157104492,1.1741223335266113,0
2025-12-31 07:00:00+00:00,1.1739845275878906,1.1741223335266113,1.1732958555221558,1.1739845275878906,0
2025-12-31 08:00:00+00:00,1.1739845275878906,1.1742602586746216,1.172333002090454,1.1726078987121582,0
2025-12-31 09:00:00+00:00,1.1726078987121582,1.1742602586746216,1.172333002090454,1.17384672164917,0
2025-12-31 10:00:00+00:00,1.17384672164917,1.1746740341186523,1.1731581687927246,1.1742602586746216,0
2025-12-31 11:00:00+00:00,1.1742602586746216,1.1750881671905518,1.1739845275878906,1.1750881671905518,0
2025-12-31 12:00:00+00:00,1.1752262115478516,1.1761938333511353,1.1752262115478516,1.1759172677993774,0
2025-12-31 13:00:00+00:00,1.1759172677993774,1.1760554313659668,1.1745359897613525,1.1745359897613525,0
2025-12-31 14:00:00+00:00,1.1745359897613525,1.1745359897613525,1.1731581687927246,1.1732958555221558,0
2025-12-31 15:00:00+00:00,1.1730204820632935,1.1749500036239624,1.1724703311920166,1.1748120784759521,0
2025-12-31 16:00:00+00:00,1.1746740341186523,1.1750881671905518,1.1732958555221558,1.17384672164917,0
2025-12-31 17:00:00+00:00,1.1737089157104492,1.1742602586746216,1.1735711097717285,1.17384672164917,0
2025-12-31 18:00:00+00:00,1.1739845275878906,1.1742602586746216,1.173433542251587,1.1739845275878906,0
2025-12-31 19:00:00+00:00,1.1741223335266113,1.1746740341186523,1.1741223335266113,1.1743981838226318,0
2025-12-31 20:00:00+00:00,1.1745359897613525,1.1756407022476196,1.1745359897613525,1.1755025386810303,0
2025-12-31 21:00:00+00:00,1.1756407022476196,1.1756407022476196,1.1749500036239624,1.1749500036239624,0
2025-12-31 22:00:00+00:00,1.1745359897613525,1.1749500036239624,1.1743981838226318,1.1749500036239624,0
2025-12-31 23:00:00+00:00,1.1749500036239624,1.1749500036239624,1.1749500036239624,1.1749500036239624,0
2026-01-01 00:00:00+00:00,1.1749500036239624,1.1749500036239624,1.1749500036239624,1.1749500036239624,0
2026-01-01 01:00:00+00:00,1.1749500036239624,1.1749500036239624,1.1749500036239624,1.1749500036239624,0
2026-01-01 04:00:00+00:00,1.1749500036239624,1.1749500036239624,1.1749500036239624,1.1749500036239624,0
2026-01-01 05:00:00+00:00,1.1749500036239624,1.1749500036239624,1.1749500036239624,1.1749500036239624,0
2026-01-01 10:00:00+00:00,1.1749500036239624,1.1749500036239624,1.1749500036239624,1.1749500036239624,0
2026-01-01 22:00:00+00:00,1.1748120784759521,1.1757789850234985,1.1742602586746216,1.175364375114441,0
2026-01-01 23:00:00+00:00,1.1750881671905518,1.175364375114441,1.1749500036239624,1.175364375114441,0
2026-01-02 00:00:00+00:00,1.175364375114441,1.1760554313659668,1.175364375114441,1.1760554313659668,0
2026-01-02 01:00:00+00:00,1.1761938333511353,1.1766090393066406,1.1760554313659668,1.1764705181121826,0
2026-01-02 02:00:00+00:00,1.1764705181121826,1.176747441291809,1.1761938333511353,1.1763322353363037,0
2026-01-02 03:00:00+00:00,1.1764705181121826,1.176885962486267,1.1764705181121826,1.176885962486267,0
2026-01-02 04:00:00+00:00,1.176747441291809,1.176885962486267,1.1759172677993774,1.1759172677993774,0
2026-01-02 05:00:00+00:00,1.1759172677993774,1.1760554313659668,1.1755025386810303,1.1755025386810303,0
2026-01-02 06:00:00+00:00,1.175364375114441,1.175364375114441,1.1745359897613525,1.1748120784759521,0
2026-01-02 07:00:00+00:00,1.1746740341186523,1.1749500036239624,1.1737089157104492,1.1741223335266113,0
2026-01-02 08:00:00+00:00,1.1737089157104492,1.1739845275878906,1.1728830337524414,1.1732958555221558,0
2026-01-02 09:00:00+00:00,1.1732958555221558,1.1739845275878906,1.1724703311920166,1.1724703311920166,0
2026-01-02 10:00:00+00:00,1.1724703311920166,1.1727453470230103,1.1716461181640625,1.1724703311920166,0
2026-01-02 11:00:00+00:00,1.1724703311920166,1.1726078987121582,1.1719207763671875,1.1724703311920166,0
2026-01-02 12:00:00+00:00,1.1724703311920166,1.1730204820632935,1.1724703311920166,1.1727453470230103,0
2026-01-02 13:00:00+00:00,1.1726078987121582,1.1732958555221558,1.172195553779602,1.1726078987121582,0
2026-01-02 14:00:00+00:00,1.1724703311920166,1.1732958555221558,1.1719207763671875,1.1731581687927246,0
2026-01-02 15:00:00+00:00,1.173433542251587,1.1755025386810303,1.1732958555221558,1.175364375114441,0
2026-01-02 16:00:00+00:00,1.1755025386810303,1.1755025386810303,1.17384672164917,1.1741223335266113,0
2026-01-02 17:00:00+00:00,1.1741223335266113,1.1741223335266113,1.1732958555221558,1.173433542251587,0
2026-01-02 18:00:00+00:00,1.173433542251587,1.173433542251587,1.1719207763671875,1.172195553779602,0
2026-01-02 19:00:00+00:00,1.172195553779602,1.1727453470230103,1.171783447265625,1.1727453470230103,0
2026-01-02 20:00:00+00:00,1.1727453470230103,1.1727453470230103,1.1719207763671875,1.17205810546875,0
2026-01-02 21:00:00+00:00,1.172195553779602,1.1727453470230103,1.17205810546875,1.172333002090454,0
2026-01-02 22:00:00+00:00,1.172333002090454,1.172333002090454,1.172333002090454,1.172333002090454,0
