timestamp,open,high,low,close,volume
2025-11-14,3230.03,3254.91,3068.65,3110.38,769889.13
2025-11-15,3110.38,3228.72,3109.04,3166.61,208908.02
2025-11-16,3166.61,3246.69,3005.71,3093.43,396736.11
2025-11-17,3093.43,3220.95,2956.19,3028.29,638118.66
2025-11-18,3028.29,3168.93,2944.28,3122.36,642477.57
2025-11-19,3122.36,3123.8,2869.86,3023.23,716860.75
2025-11-20,3023.23,3061.03,2790.82,2830.93,677732.36
2025-11-21,2830.93,2883.0,2621.04,2764.76,947834.61
2025-11-22,2764.76,2797.53,2703.36,2768.91,279572.98
2025-11-23,2768.91,2857.36,2767.08,2801.51,302534.98
2025-11-24,2801.51,2985.56,2762.56,2953.06,538896.8
2025-11-25,2953.06,2979.32,2856.41,2958.83,419725.74
2025-11-26,2958.83,3044.7,2888.34,3026.9,342837.75
2025-11-27,3026.9,3071.42,2986.2,3015.29,223541.0
2025-11-28,3015.29,3099.12,2994.36,3032.2,362010.84
2025-11-29,3032.2,3053.61,2963.93,2990.56,168185.06
2025-11-30,2990.56,3053.18,2977.2,2992.33,142574.9
2025-12-01,2992.33,2999.78,2719.25,2799.09,618560.27
2025-12-02,2799.09,3034.49,2782.82,2997.13,431275.11
2025-12-03,2997.13,3214.91,2986.76,3189.79,487337.04
2025-12-04,3189.79,3240.86,3068.01,3134.24,429255.78
2025-12-05,3134.24,3194.05,2985.35,3022.97,460726.12
2025-12-06,3022.97,3069.57,3013.67,3039.34,128430.19
2025-12-07,3039.34,3150.32,2927.53,3060.97,289834.32
2025-12-08,3060.97,3180.43,3041.49,3124.9,392727.58
2025-12-09,3124.9,3397.57,3091.48,3319.05,454123.63
2025-12-10,3319.05,3455.03,3289.48,3325.03,438617.4
2025-12-11,3325.03,3328.17,3145.8,3238.0,471268.76
2025-12-12,3238.0,3266.72,3047.32,3084.93,378598.72
2025-12-13,3084.93,3135.66,3079.17,3115.34,104785.51
2025-12-14,3115.34,3130.29,3032.2,3063.14,223200.69
2025-12-15,3063.14,3177.48,2897.7,2964.4,537515.46
2025-12-16,2964.4,2981.74,2883.01,2962.09,399502.72
2025-12-17,2962.09,3029.39,2790.23,2832.59,507718.36
2025-12-18,2832.59,2995.81,2774.49,2826.97,544644.77
2025-12-19,2826.97,3017.52,2807.33,2978.23,435239.29
2025-12-20,2978.23,2992.74,2965.84,2977.06,77247.62
2025-12-21,2977.06,3011.98,2943.33,3001.6,158276.59
2025-12-22,3001.6,3072.82,2963.09,3007.85,357283.78
2025-12-23,3007.85,3034.05,2900.88,2963.44,298186.85
2025-12-24,2963.44,2976.44,2887.54,2945.71,218560.98
2025-12-25,2945.71,2969.35,2889.78,2902.63,117810.65
2025-12-26,2902.63,2991.78,2893.1,2926.05,236242.25
2025-12-27,2926.05,2958.32,2916.14,2947.05,55926.5
2025-12-28,2947.05,2958.8,2924.11,2949.22,75519.04
2025-12-29,2949.22,3054.67,2907.74,2935.12,333303.48
2025-12-30,2935.12,3005.99,2916.17,2970.74,296798.58
2025-12-31,2970.74,3022.21,2958.06,2967.53,209517.67
2026-01-01,2967.53,3006.64,2967.24,3000.79,84300.66
2026-01-02,3000.79,3148.96,2989.48,3124.71,401338.33
2026-01-03,3124.71,3135.41,3075.11,3125.76,106082.85
2026-01-04,3125.76,3165.14,3117.97,3143.48,131284.09
2026-01-05,3143.48,3264.46,3133.51,3225.24,354627.51
2026-01-06,3225.24,3307.1,3182.07,3295.76,343188.62
2026-01-07,3295.76,3295.84,3122.84,3166.02,340879.08
2026-01-08,3166.02,3181.71,3051.18,3104.3,359128.84
2026-01-09,3104.3,3144.74,3055.98,3084.5,354709.63
2026-01-10,3084.5,3100.3,3074.7,3082.33,88178.8
2026-01-11,3082.33,3142.57,3080.49,3118.82,149521.65
2026-01-12,3118.82,3167.25,3064.88,3092.18,336848.09
2026-01-13,3092.18,3365.91,3088.62,3323.52,435256.27
2026-01-14,3323.52,3403.48,3279.3,3354.93,495275.18
2026-01-15,3354.93,3377.69,3277.18,3350.06,116886.98
