timestamp,open,high,low,close,volume
2025-10-07,4686.54,4758.41,4436.69,4449.96,519272.35
2025-10-08,4449.96,4559.45,4414.08,4527.74,379989.45
2025-10-09,4527.74,4533.06,4268.77,4370.91,424167.2
2025-10-10,4370.91,4396.85,3546.88,3837.92,1035261.23
2025-10-11,3837.92,3887.79,3649.67,3750.88,609573.63
2025-10-12,3750.88,4197.03,3699.12,4156.86,632948.7
2025-10-13,4156.86,4295.78,4049.31,4245.01,522287.23
2025-10-14,4245.01,4267.52,3893.32,4127.37,762618.2
2025-10-15,4127.37,4216.97,3930.88,3988.16,492129.66
2025-10-16,3988.16,4087.09,3827.48,3895.41,525878.7
2025-10-17,3895.41,3951.67,3675.48,3833.18,581416.58
2025-10-18,3833.18,3929.67,3821.13,3890.7,149307.74
2025-10-19,3890.7,4032.84,3832.04,3984.9,275418.6
2025-10-20,3984.9,4086.91,3910.3,3981.1,313440.62
2025-10-21,3981.1,4112.85,3841.96,3875.11,489121.47
2025-10-22,3875.11,3891.65,3714.57,3806.62,453848.51
2025-10-23,3806.62,3934.88,3797.51,3858.38,302256.51
2025-10-24,3858.38,4012.66,3847.66,3936.24,325778.11
2025-10-25,3936.24,3970.14,3913.55,3954.72,86620.3
2025-10-26,3954.72,4180.22,3921.84,4160.2,211051.12
2025-10-27,4160.2,4253.83,4098.24,4121.47,349734.31
2025-10-28,4121.47,4177.44,3937.23,3981.51,354451.4
2025-10-29,3981.51,4037.69,3845.18,3904.34,391770.54
2025-10-30,3904.34,3949.72,3679.07,3804.35,450911.51
2025-10-31,3804.35,3902.74,3796.5,3846.74,347680.26
2025-11-01,3846.74,3908.1,3830.25,3872.94,92938.28
2025-11-02,3872.94,3917.19,3839.21,3906.69,123481.6
2025-11-03,3906.69,3914.17,3558.9,3603.83,527763.13
2025-11-04,3603.83,3653.7,3059.69,3286.89,922809.05
2025-11-05,3286.89,3480.7,3166.57,3424.12,601967.94
2025-11-06,3424.12,3455.75,3244.24,3313.99,531423.26
2025-11-07,3313.99,3472.17,3192.39,3434.31,609894.65
2025-11-08,3434.31,3484.72,3355.6,3400.93,239704.67
2025-11-09,3400.93,3616.83,3358.13,3583.12,276739.56
2025-11-10,3583.12,3658.51,3506.61,3566.73,387505.32
2025-11-11,3566.73,3647.24,3404.47,3416.51,412285.7
2025-11-12,3416.51,3588.2,3372.07,3414.45,417826.47
2025-11-13,3414.45,3564.69,3152.46,3230.03,643633.72
