Date,open,high,low,close,volume
2025-12-18 00:00:00-05:00,56.900001525878906,57.029998779296875,55.880001068115234,56.150001525878906,85735
2025-12-19 00:00:00-05:00,56.029998779296875,56.900001525878906,55.81999969482422,56.65999984741211,209264
2025-12-22 00:00:00-05:00,56.630001068115234,58.130001068115234,56.599998474121094,58.0099983215332,221576
2025-12-23 00:00:00-05:00,57.95000076293945,58.560001373291016,57.7400016784668,58.380001068115234,183633
2025-12-24 00:00:00-05:00,58.470001220703125,58.75,58.130001068115234,58.349998474121094,111762
2025-12-26 00:00:00-05:00,58.349998474121094,58.880001068115234,56.650001525878906,56.7400016784668,166669
2025-12-29 00:00:00-05:00,57.040000915527344,58.29999923706055,56.90999984741211,58.08000183105469,178590
2025-12-30 00:00:00-05:00,57.810001373291016,58.470001220703125,57.599998474121094,57.95000076293945,143802
2025-12-31 00:00:00-05:00,57.95000076293945,58.54999923706055,57.20000076293945,57.41999816894531,157160
2026-01-02 00:00:00-05:00,57.40999984741211,57.93000030517578,56.599998474121094,57.31999969482422,166834
